"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","Onset","Duration"
"1150","22: ik","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","mismatch","mismatch"
"1151","23: zitten.","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1",NA,"1","2","293.4471402","0.425049265"
"1152","24: 'Ga","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","294.6520349","0.153064832"
"1153","25: d'r","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","294.8050997","0.113032491"
"1154","26: es","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","294.9181322","0.149532567"
"1155","27: af.'","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","295.0676648","0.361468488"
"1156","28: Tonia","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","296.0672959","0.388514809"
"1157","29: trok","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","296.5193915","0.237839201"
"1158","30: me","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","mismatch","mismatch"
"1159","31: aan","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","296.8832148","0.133048662"
"1160","32: mijn","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","mismatch","mismatch"
"1161","33: arm.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","297.1234088","0.310839351"
"1162","34: 'Nou","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","297.8370459","0.142468036"
"1164","36: ik.'","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","2","298.2008692","0.287290916"
"1165","37: Met","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","1",NA,"2","1","299.3485139","0.138935771"
"1166","38: suizende","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2",NA,"2","1","299.4874497","0.592243158"
"1167","39: oren","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2",NA,"2","1","300.0796928","0.36264591"
"1168","40: en","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","1",NA,"2","1","300.4423387","0.150709989"
"1169","41: bonzende","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2",NA,"2","1","300.5930487","0.474193591"
"1170","42: slapen","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2",NA,"2","1","301.0672423","0.50746879"
"1171","43: stond","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","301.5747111","0.314200733"
"1172","44: ik","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","mismatch","mismatch"
"1173","45: op","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.0231379","0.256677949"
"1174","46: en","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.2798159","0.125984131"
"1175","47: liep","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.4058","0.231952092"
"1176","48: naar","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.6377521","0.111846456"
"1177","49: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.7495985","0.101846984"
"1178","50: deur.","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1",NA,"2","1","302.8514455","0.314951639"
"1179","51: De","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","303.868533","0.051806559"
"1180","52: haak","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","303.9203395","0.407387938"
"1181","53: kreeg","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","304.3277275","0.237839201"
"1182","54: ik","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","mismatch","mismatch"
"1183","55: met","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","304.666825","0.138935771"
"1184","56: moeite","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","304.8057607","0.319081304"
"1187","59: schoof","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","306.5051726","0.320258726"
"1189","61: deur","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","306.9113831","0.271984432"
"1191","63: de","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","307.4318035","0.101394778"
"1192","64: rail","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","307.5331983","0.25079084"
"1193","65: terug.","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","307.853457","0.432693742"
"1194","66: In","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","309.2365688","0.133048662"
"1195","67: de","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","309.3696174","0.07888726"
"1198","70: de","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","309.9053443","0.114209913"
"1199","71: vislucht","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","310.0195543","0.518065586"
"1200","72: sterker","15.1","2","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","310.5376198","0.536443364"
"1201","73: dan","15.1","2","1","1","1","1","1","2",NA,"2","1","1","2","1",NA,"1","1","311.0740632","0.146000301"
"1203","75: Buiten","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","312.1746113","0.306129664"
"1204","76: durfde","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","312.4807409","0.385016924"
"1205","77: ik","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","mismatch","mismatch"
"1206","78: pas","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","313.0835809","0.194274595"
"1207","79: weer","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","313.2778555","0.096548586"
"1208","80: adem","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","313.3744041","0.322613569"
"1209","81: te","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","313.6970176","0.080064681"
"1211","83: en","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","314.6768714","0.084330701"
"1212","84: ik","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","mismatch","mismatch"
"1213","85: was","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","314.8589281","0.209581078"
"1214","86: al","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","315.0685092","0.161306785"
"1218","90: verder","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","316.086979","0.339097474"
"1219","91: toen","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","316.4260765","0.152006837"
"1220","92: ik","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","mismatch","mismatch"
"1221","93: merkte","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","316.6828739","0.522775273"
"1222","94: dat","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","317.8255188","0.169548737"
"1223","95: ik","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","mismatch","mismatch"
"1224","96: de","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","318.0621806","0.101258274"
"1225","97: zalm","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","318.1634389","0.295532868"
"1226","98: had","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","318.4589717","0.147177723"
"1227","99: laten","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","318.6061495","0.224887561"
"1228","100: liggen.","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1",NA,"1","1","318.831037","0.355581379"
"1229","101: Op","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","320.8509806","0.123629287"
"1230","102: een","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","320.9746099","0.090661477"
"1231","103: middag","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","321.0652714","0.356758801"
"1232","104: kwam","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","321.4220302","0.173081002"
"1233","105: ik","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","mismatch","mismatch"
"1234","106: van","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","321.6999017","0.137758349"
"1235","107: school","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","321.8376601","0.30966193"
"1236","108: thuis","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","322.2250318","0.438000904"
"1237","109: en","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","323.0109182","0.088306634"
"1238","110: terwijl","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","323.0992248","0.255500527"
"1239","111: ik","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","mismatch","mismatch"
"1240","112: in","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","323.4642256","0.129516396"
"1241","113: de","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","323.593742","0.061225933"
"1245","117: aan","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","324.2966628","0.084160041"
"1246","118: de","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","324.3808228","0.064758198"
"1248","120: hing","15.1","1","1","1","1","1","2","1",NA,"1","1","1","1","1",NA,"1","1","324.9165497","0.315549039"
"1249","121: hoorde","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","325.5683633","0.23077467"
"1250","122: ik","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","mismatch","mismatch"
"1251","123: iemand","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","325.9015737","0.292000603"
"1253","125: luide","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","326.2877681","0.337920052"
"1254","126: toon","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","326.6256881","0.167244215"
"1255","127: praten.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","326.8423231","0.445060186"
"1256","128: Het","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","328.9287754","0.118537837"
"1257","129: geluid","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","329.0473132","0.370979526"
"1258","130: kwam","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","329.4446345","0.122928127"
"1259","131: uit","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","329.5675626","0.154757731"
"1260","132: de","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","329.7223203","0.052683483"
"1261","133: huiskamer.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1",NA,"1","1","329.7750038","0.755129922"
"1262","134: Er","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1",NA,"1","2","331.1913067","0.082317942"
"1263","135: klonken","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1",NA,"1","2","331.2736246","0.285368866"
"1264","136: geen","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1",NA,"1","2","331.5589935","0.187684908"
"1265","137: andere","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1",NA,"1","2","331.7466784","0.302930027"
"1266","138: stemmen","15.1","1","1","1","1","1","1","2",NA,"2","2","1","1","1",NA,"1","2","332.0496084","0.330369341"
"1268","140: Het","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1",NA,"1","2","332.9785131","0.095488813"
"1269","141: bleef","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1",NA,"2","2","333.0740019","0.36878438"
"1270","142: een","15.1","2","1","2","1","1","1","2",NA,"2","2","1","2","1",NA,"2","2","333.4427863","0.156941901"
"1271","143: barse","15.1","2","1","2","1","2","2","2",NA,"2","2","2","2","2",NA,"2","2","333.5997282","0.410492138"
"1272","144: monoloog.","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2",NA,"2","2","334.0102203","0.693665858"
"1273","145: In","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","335.7407006","0.096586385"
"1274","146: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","335.837287","0.060366491"
"1275","147: veronderstelling","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","335.8976534","0.739763906"
"1276","148: dat","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","336.6374173","0.130611135"
"1277","149: er","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","336.7680285","0.058171346"
"1278","150: iemand","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","336.8261998","0.288661583"
"1279","151: op","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","337.1148614","0.107735669"
"1280","152: bezoek","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","337.2225971","0.27439314"
"1281","153: was","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","1","337.4969902","0.291954301"
"1283","155: een","15.1","2","1","2","1","1","2","2",NA,"2","1","2","1","1",NA,"1","2","338.1656726","0.093293668"
"1284","156: niet","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"1","2","338.2589663","0.208538787"
"1285","157: erg","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","338.467505","0.27000285"
"1286","158: vriendelijke","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","338.7375079","0.512566386"
"1287","159: manier","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","339.2500743","0.280978576"
"1288","160: van","15.1","2","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","339.5310529","0.154746531"
"1289","161: converseren","15.1","2","2","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","339.6857994","0.646470238"
"1290","162: had","15.1","1","1","2","1","1","2","2",NA,"2","2","2","1","1",NA,"2","2","340.3322696","0.289759156"
"1291","163: of","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","341.010917","0.140489288"
"1292","164: die","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","341.1514063","0.110854829"
"1293","165: een","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","341.2622611","0.165733457"
"1294","166: van","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","341.4279946","0.09439124"
"1296","168: familieleden","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","341.6968999","0.604762481"
"1297","169: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","342.3016624","0.083415515"
"1298","170: waarheid","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","342.3850779","0.406373497"
"1299","171: kwam","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","342.7914514","0.193987719"
"1300","172: zeggen","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","342.9854391","0.40719942"
"1301","173: deed","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","343.83057","0.217851466"
"1302","174: ik","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","mismatch","mismatch"
"1303","175: zachtjes","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","344.1208612","0.493907652"
"1304","176: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","344.6147689","0.083415515"
"1305","177: deur","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","344.6981844","0.242563536"
"1306","178: open","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","344.9407479","0.339149921"
"1307","179: en","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","345.2798978","0.169384715"
"1308","180: keek","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","345.4492826","0.250246544"
"1309","181: door","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","345.7258708","0.144879578"
"1310","182: een","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","345.8707504","0.09439124"
"1312","184: naar","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","346.6781831","0.130611135"
"1313","185: binnen.","15.1","1","1","1","1","1","1","2",NA,"2","1","2","1","1",NA,"1","2","346.8087942","0.302930027"
"1317","1: In","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.3717156","0.097683958"
"1318","2: de","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.4693996","0.066951926"
"1319","3: kamer","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.5363515","0.339149921"
"1320","4: stonden","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","348.8755014","0.264514987"
"1321","5: mijn","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1322","6: vader","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.3485552","0.408296993"
"1323","7: en","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.7568522","0.107562111"
"1324","8: mijn","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1325","9: broer","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","349.957708","0.407101329"
"1326","10: ieder","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","350.7780287","0.240368391"
"1327","11: aan","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.0183971","0.124025699"
"1328","12: een","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.1424228","0.245856254"
"1329","13: kant","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.388279","0.181099473"
"1330","14: van","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.5693785","0.113049974"
"1331","15: de","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.6824285","0.079025224"
"1332","16: schoorsteen.","17.1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","1","351.7614537","0.700251294"
"1333","17: Ze","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","353.3547376","0.103171821"
"1334","18: hielden","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","353.4579094","0.401711557"
"1335","19: hun","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","353.859621","0.09000095"
"1336","20: hoofden","17.1","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","353.9496219","0.284271293"
"1337","21: enigszins","17.1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","354.2338932","0.545667121"
"1338","22: scheef","17.1","2","1","2","1","1","1","2","1","2","2","1","1","2","2","1","2","354.7795603","0.593786755"
"1339","23: en","17.1","1","1","2","2","1","1","2","1","2","2","1","1","1","2","1","2","355.3733471","0.243661108"
"1340","24: keken","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","2","356.0363568","0.277685858"
"1341","25: zwijgend","17.1","1","1","2","2","1","1","2","2","2","2","1","1","2","2","1","2","356.3140427","0.511468813"
"1342","26: naar","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","2","356.8255115","0.065854354"
"1343","27: de","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","2","356.8913659","0.073537362"
"1344","28: luidsprekers","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","2","356.9649032","0.648110885"
"1345","29: van","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","1","357.6130141","0.145977151"
"1346","30: de","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","1","357.7589913","0.040610185"
"1347","31: radio.","17.1","1","1","2","2","1","1","2","2","2","2","1","1","1","2","1","1","357.7996014","0.539451426"
"1348","32: 'Wie","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","359.5789184","0.106464538"
"1349","33: schreeuwt","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","359.6853829","0.409394565"
"1350","34: daar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","360.0947775","0.151465013"
"1351","35: zo?'","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","360.2462425","0.334759631"
"1352","36: vroeg","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","360.6402711","0.251344116"
"1353","37: ik.","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","mismatch","mismatch"
"1354","38: 'Dat","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","361.825812","0.151465013"
"1355","39: is","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","361.977277","0.162440739"
"1356","40: Hitler","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","362.1397178","0.469761056"
"1357","41: zei","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","362.9837511","0.173416465"
"1358","42: mijn","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1359","43: vader.","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","363.3189559","0.433541162"
"1360","44: Hij","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","mismatch","mismatch"
"1361","45: gaf","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","363.8885961","0.27878343"
"1362","46: me","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","mismatch","mismatch"
"1363","47: met","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","364.3276251","0.118537837"
"1364","48: een","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","2","1","364.4461629","0.100052661"
"1365","49: handgebaar","17.1","1","1","1","2","1","1","1","1","1","2","1","1","1","2","2","1","364.5462156","0.550981426"
"1366","50: te","17.1","1","1","1","2","1","2","1","2","1","2","1","1","1","2","2","1","365.127929","0.061464063"
"1367","51: kennen","17.1","1","1","1","2","1","2","1","2","1","2","1","1","1","2","2","1","365.2958576","0.28655333"
"1368","52: dat","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","365.8230398","0.151465013"
"1369","53: ik","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","mismatch","mismatch"
"1370","54: stil","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","366.0425543","0.27000285"
"1371","55: moest","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","366.3125572","0.282076148"
"1372","56: zijn.","17.1","1","1","1","2","1","1","1","2","1","1","1","1","1","2","2","1","366.5946333","0.335857204"
"1373","57: Ik","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1374","58: bleef","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","368.0987422","0.280978576"
"1375","59: even","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","368.3797208","0.198660634"
"1376","60: staan","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","368.5783814","0.189880053"
"1377","61: luisteren.","17.1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","368.7682614","0.549883853"
"1378","62: Het","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.0016394","0.080122797"
"1379","63: was","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.0817622","0.142684433"
"1380","64: net","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.2244466","0.140489288"
"1382","66: eerste","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.472498","0.293051874"
"1383","67: jaar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.7655499","0.211831504"
"1384","68: dat","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","370.9773814","0.158050449"
"1385","69: ik","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1386","70: Duits","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.1936032","0.362198945"
"1387","71: had","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.5558022","0.094195508"
"1388","72: op","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.6499977","0.075732507"
"1389","73: school","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","371.7257302","0.327076623"
"1390","74: en","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.0528068","0.109757256"
"1391","75: ik","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","mismatch","mismatch"
"1392","76: begreep","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.2404917","0.357808655"
"1393","77: er","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.5983004","0.083415515"
"1394","78: maar","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.6817159","0.155855304"
"1395","79: weinig","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","372.8375712","0.302006012"
"1396","80: van.","17.1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","373.1395772","0.358906227"
"1399","83: alleen","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","375.102015","0.267807705"
"1400","84: het","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","375.3698227","0.070244644"
"1401","85: woord","17.1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","375.4400673","0.327435164"
"1402","86: 'Juden'","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","375.866284","0.691470713"
"1403","87: dat","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","377.1442058","0.131708707"
"1404","88: de","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","377.2759145","0.04280533"
"1405","89: man","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","377.3187199","0.221709657"
"1406","90: steeds","17.1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","2","377.5404295","0.324881478"
