"","word","qnLabel","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","Onset","Duration"
"791","39: dat","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","200.4436781","0.147177723"
"793","41: daarop","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","200.730969","0.23077467"
"794","42: moest","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","200.9617437","0.273161854"
"795","43: gaan","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","201.2349056","0.14482288"
"796","44: zitten.","11.1","2","1","1","1","1","1","1","2","2","1","1","1","1","201.3797284","0.354830548"
"797","45: 'Je","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","202.6012435","0.07888726"
"798","46: hoofd","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","202.6801308","0.327323256"
"799","47: wat","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","203.0074541","0.155419676"
"800","48: naar","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","203.1628737","0.107145382"
"801","49: voren.'","11.1","1","1","1","1","1","1","2","1","2","1","1","1","1","203.2700191","0.430936374"
"802","50: Hij","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","204.469914","0.083596947"
"803","51: stond","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","204.553511","0.275516698"
"804","52: achter","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","204.8290277","0.333210365"
"806","54: en","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","205.3847708","0.115387335"
"807","55: gaf","11.1","1","1","1","1","1","1","2","1","2","1","2","2","1","205.5001581","0.236661779"
"809","57: een","11.1","1","1","1","1","1","1","2","2","2","1","2","2","2","205.8380782","0.166016472"
"810","58: lichte","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","206.0040946","0.348346189"
"811","59: duw","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","206.3524408","0.292000603"
"812","60: tegen","11.1","1","1","1","1","1","1","2","2","2","2","2","2","2","206.6444414","0.254323106"
"814","62: kruin","11.1","1","2","1","1","1","2","2","2","2","2","2","2","2","207.0937558","0.383839502"
"815","63: zijn","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","208.0215642","0.114909512"
"816","64: handen","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","208.1364737","0.31672646"
"817","65: gingen","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","208.4532001","0.254323106"
"818","66: door","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","208.7075232","0.133048662"
"820","68: haar.","11.1","1","1","2","1","1","1","2","1","2","1","2","2","2","209.0583949","0.350871692"
"821","69: Er","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","210.3490878","0.114209913"
"822","70: kroop","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","210.4632978","0.251968262"
"823","71: een","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","210.715266","0.138935771"
"824","72: rilling","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","210.8542018","0.34262974"
"825","73: over","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","211.1968315","0.326145835"
"827","75: rug","11.1","2","1","2","2","1","1","2","2","2","1","2","2","1","211.7337359","0.279048963"
"828","76: die","11.1","2","1","2","2","1","1","2","2","2","1","2","2","2","212.0127848","0.072522103"
"830","78: voelde","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","212.2583879","0.436823482"
"831","79: tot","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","212.6952114","0.142468036"
"832","80: aan","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","212.8376795","0.130693818"
"834","82: billen.","11.1","2","1","2","2","1","1","2","2","2","2","2","2","2","213.0814058","0.39561372"
"836","84: rook","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","214.516188","0.287290916"
"837","85: een","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","214.8034789","0.068290464"
"838","86: scherpe","11.1","2","1","2","1","1","1","2","1","2","2","2","2","1","214.8717694","0.561630192"
"839","87: vislucht","11.1","2","1","2","1","1","1","2","1","2","2","2","2","1","215.4333996","0.561630192"
"840","88: die","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","215.9950298","0.070610927"
"842","90: misselijk","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","216.2057539","0.470968714"
"843","91: maakte.","11.1","1","1","2","1","1","1","2","1","2","1","2","2","1","216.6943839","0.438000904"
"846","94: deed","11.1","1","1","1","1","1","1","2","1","2","1","2","1","1","218.1778839","0.180145533"
"847","95: een","11.1","1","1","1","1","1","1","2","1","2","1","2","1","1","218.3580295","0.14482288"
"848","96: dubbele","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","218.5028523","0.277871541"
"849","97: metalen","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","218.7807239","0.483920354"
"850","98: band","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","219.2646442","0.303774821"
"851","99: over","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","219.5684191","0.272837388"
"853","101: hoofd","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","220.0202246","0.426226686"
"854","102: en","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","220.7490486","0.14482288"
"855","103: drukte","11.1","1","1","1","1","1","1","2","1","2","2","2","1","1","220.8938715","0.339063094"
"856","104: twee","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","221.2941606","0.281403807"
"857","105: zwarte","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","221.5755644","0.359113645"
"858","106: schijven","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","221.934678","0.453307387"
"859","107: met","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","222.3879854","0.167193894"
"860","108: gaatjes","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","222.5551793","0.461378456"
"861","109: erin","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","223.0165577","0.28375865"
"862","110: op","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","223.3898005","0.107145382"
"864","112: oren.","11.1","1","1","1","1","2","1","2","1","2","2","2","1","1","223.6738319","0.367355597"
"941","1: 'Nu","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","226.2305264","0.160129363"
"942","2: goed","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","226.3906558","0.269629589"
"943","3: luisteren","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","226.6602854","0.652291669"
"944","4: riep","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","227.4420935","0.203966753"
"945","5: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","227.6460602","0.319985942"
"946","6: 'nu","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","228.2218195","0.153064832"
"947","7: komt","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","228.3748843","0.335991799"
"948","8: het.'","13.1","1","1","1","1","1","1","2","1","1","1",NA,"1","1","228.7108761","0.289645759"
"949","9: Hij","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","229.658069","0.116564757"
"950","10: boog","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","229.7746338","0.284936072"
"951","11: zich","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","230.0595698","0.187210064"
"952","12: voorover","13.1","1","1","1","1","1","1","2","1","2","1",NA,"1","1","230.2467799","0.616969016"
"953","13: zodat","13.1","2","1","2","1","1","1","2","1","2","1",NA,"2","1","231.1274914","0.251643796"
"954","14: zijn","13.1","2","1","2","1","1","1","2","2","2","1",NA,"2","1","231.3791352","0.169548737"
"955","15: groot","13.1","2","1","2","1","1","1","2","2","2","2",NA,"2","2","231.5486839","0.374420128"
"957","17: gezicht","13.1","2","1","2","1","1","1","2","2","2","2",NA,"2","2","232.6853223","0.457999772"
"958","18: vlak","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","233.1433221","0.284936072"
"959","19: voor","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","233.4282582","0.17779069"
"960","20: het","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","233.6060489","0.088306634"
"962","22: hing.","13.1","1","1","2","1","1","1","2","1","2","1",NA,"2","1","234.0628885","0.273281281"
"964","24: zag","13.1","1","1","2","1","1","2","2","1","2","2",NA,"2","1","235.4565973","0.237839201"
"965","25: de","13.1","1","1","2","1","1","2","2","1","2","2",NA,"2","2","235.6944365","0.09890343"
"966","26: rode","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","235.7933399","0.353226536"
"967","27: adertjes","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","236.1465664","0.57340441"
"968","28: in","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","236.7199709","0.089484056"
"969","29: zijn","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","236.8094549","0.136273539"
"970","30: vochtige","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","236.9457284","0.500404259"
"971","31: ogen","13.1","2","1","2","1","1","2","2","2","2","2",NA,"2","2","237.4461327","0.464177192"
"972","32: en","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","238.2235041","0.094603256"
"973","33: hoe","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","238.3181073","0.117742179"
"974","34: zijn","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","238.4358495","0.162484206"
"975","35: pupillen","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","238.5983337","0.452129966"
"976","36: heen","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","239.0504637","0.19780686"
"977","37: en","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","239.2482706","0.095371165"
"978","38: weer","13.1","2","1","2","1","1","2","2","1","2","2",NA,"2","2","239.3436417","0.239016622"
"981","41: hij","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","240.7163105","0.121274444"
"982","42: wilde","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","240.8375849","0.259032793"
"983","43: zien","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","241.0966177","0.221355296"
"984","44: wat","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","241.317973","0.178968111"
"986","46: hoorde.","13.1","1","1","2","2","1","1","2","1","2","1",NA,"2","1","241.5852478","0.416807312"
"987","47: In","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","243.2334332","0.109500226"
"989","49: oren","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","243.6455309","0.308484508"
"990","50: begon","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","1","243.9540154","0.343807161"
"991","51: een","13.1","1","1","1","1","1","2","1","1","2","1",NA,"2","2","244.2978225","0.142468036"
"992","52: geweldig","13.1","1","1","1","1","1","2","1","2","2","2",NA,"2","2","244.4402906","0.667137407"
"993","53: lawaai","13.1","1","1","1","1","1","2","1","2","2","2",NA,"2","2","245.107428","0.770613795"
"994","54: kraken","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","246.0006128","0.598130267"
"995","55: piepen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","246.8059693","0.385016924"
"996","56: een","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","247.4851537","0.074177572"
"997","57: scheurend","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","247.5593313","0.750017677"
"998","58: gegil","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","248.309349","0.63934003"
"999","59: lange","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","249.3008405","0.333210365"
"1000","60: fluittonen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","2","249.6340508","0.82419525"
"1001","61: die","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","250.4582461","0.186032642"
"1002","62: plotseling","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","250.7396499","0.471088141"
"1003","63: overgingen","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","251.210738","0.526307538"
"1004","64: in","13.1","2","1","1","1","1","2","1","2","2","1",NA,"2","1","251.7370456","0.2107585"
"1005","65: razend","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","251.9478041","0.513782264"
"1006","66: geloei","13.1","2","1","1","1","1","2","1","2","2","2",NA,"2","2","252.4615863","0.582960063"
"1007","67: dat","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","253.3409325","0.089484056"
"1008","68: door","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","253.4304165","0.193097173"
"1010","70: hele","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","253.822498","0.34262974"
"1011","71: lichaam","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","254.1651277","0.414452469"
"1012","72: trok.","13.1","2","1","1","1","1","2","1","1","2","2",NA,"2","2","254.62666","0.346162005"
"1013","73: Meneer","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","256.1238456","0.231952092"
"1014","74: Kuisters","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","256.4111365","0.49451715"
"1015","75: lachte.","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","256.9056536","0.376774971"
"1016","76: Dat","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","258.7250089","0.182500377"
"1017","77: is","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","258.9075093","0.167193894"
"1018","78: 'm","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","259.0747032","0.141290614"
"1019","79: nou","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","259.2159938","0.307307086"
"1020","80: schreeuwde","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","257.4861226","0.619306782"
"1022","82: 'dat","13.1","1","1","1","2","1","1","1","1","1","1",NA,"1","1","259.8200112","0.223710139"
"1023","83: is","13.1","1","1","1","2","1","1","1","1","1","1",NA,"1","1","260.0437213","0.189564907"
"1024","84: de","13.1","1","1","1","2","2","1","1","1","1","1",NA,"1","1","260.2332862","0.058393267"
"1025","85: Mexicaanse","13.1","1","2","1","2","2","1","1","1","1","1",NA,"1","1","260.2916795","0.753549943"
"1026","86: hond.'","13.1","1","2","1","2","2","1","1","1","1","1",NA,"1","1","261.0452294","0.473323558"
"1028","88: probeerde","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","263.2386979","0.489807463"
"1029","89: de","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","263.7285054","0.105967961"
"1030","90: schijven","13.1","1","1","1","1","1","1","1","1","1","2",NA,"1","1","263.8344733","0.430936374"
"1031","91: af","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","264.2654097","0.213113343"
"1032","92: te","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","264.5044263","0.035322654"
"1033","93: rukken","13.1","1","1","1","1","1","2","1","1","1","2",NA,"1","1","264.539749","0.297887712"
"1034","94: maar","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","264.8376367","0.155828964"
"1035","95: hij","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","264.9934657","0.156597097"
"1036","96: hield","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","265.1500628","0.224887561"
"1037","97: ze","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","265.3749503","0.036500075"
"1038","98: vast","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","265.4114504","0.386194346"
"1040","100: drukte","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","265.9448225","0.302136654"
"1041","101: met","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","266.2469591","0.200161704"
"1042","102: zijn","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","266.4471208","0.121274444"
"1043","103: hand","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","266.5683953","0.228539028"
"1044","104: stevig","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","266.7969343","0.453307387"
"1045","105: op","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","267.2502417","0.169548737"
"1047","107: hoofd","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","267.5457746","0.400323407"
"1048","108: en","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","268.3122761","0.112554669"
"1049","109: draaide","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","268.4248308","0.340274896"
"1050","110: aan","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","268.7651057","0.142468036"
"1051","111: een","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","268.9075737","0.163661628"
"1052","112: van","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","269.0712354","0.133048662"
"1053","113: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","269.204284","0.061225933"
"1054","114: knoppen.","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","269.3338004","0.347339427"
"1055","115: 'Hier","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","271.1019293","0.178968111"
"1056","116: is","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","271.2808974","0.156597097"
"1057","117: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","271.4374945","0.04591945"
"1058","118: HDO","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","271.483414","0.84421142"
"1059","119: de","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","272.6097288","0.068290464"
"1060","120: Hilversumse","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","272.6780193","0.770033848"
"1061","121: Draadloze","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","273.4480531","0.722936976"
"1062","122: Omroep","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","274.1709901","0.477572275"
"1063","123: riep","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","275.0376747","0.244903731"
"1064","124: iemand","13.1","1","1","1","1","1","1","1","1","1","1",NA,"1","1","275.2825784","0.438000904"
"1065","125: en","13.1","1","1","1","1","1","1","1","1","2","1",NA,"1","1","276.1632555","0.134226084"
"1066","126: na","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","276.2974816","0.114209913"
"1067","127: een","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","276.4116915","0.074177572"
"1068","128: paar","13.1","1","1","1","1","1","1","1","1","2","1",NA,"2","1","276.4858691","0.302597399"
"1069","129: onverstaanbare","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","276.7884665","0.826550094"
"1070","130: zinnen","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","277.6150166","0.367184938"
"1071","131: sloeg","13.1","1","1","1","1","1","1","1","1","2","2",NA,"2","1","277.9822015","0.279048963"
"1072","132: er","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","278.2612505","0.08595179"
"1073","133: keiharde","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","278.4790735","0.479773536"
"1074","134: muziek","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","278.958847","0.47450098"
"1075","135: tegen","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","279.47809","0.321436147"
"1077","137: trommelvliezen","13.1","1","1","1","1","1","1","1","2","2","2",NA,"2","1","279.9725901","0.727646664"
"1078","138: alsof","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","280.9590816","0.267274745"
"1080","140: hoofd","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","281.3805986","0.299065134"
"1081","141: bekneld","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","281.6796637","0.464910946"
"1082","142: zat","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","1","282.1445747","0.237839201"
"1083","143: in","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","282.3824139","0.133048662"
"1084","144: de","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","282.5154626","0.070645307"
"1085","145: hoorn","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","282.5861079","0.386194346"
"1086","146: van","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","282.9723022","0.138935771"
"1088","148: vaders","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","283.2101414","0.428410646"
"1089","149: pathefoon.","13.1","2","2","1","2","2","2","1","2","2","2",NA,"2","2","283.7245038","0.675840105"
"1129","1: Na","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1","285.7144319","0.208403656"
"1130","2: een","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","285.9228356","0.100080852"
"1131","3: tijdje","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1","286.0229164","0.350871692"
"1132","4: verloste","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","286.3737881","0.416807312"
"1133","5: meneer","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","286.7905954","0.223710139"
"1134","6: Kuisters","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","287.0931928","0.57941072"
"1136","8: onzacht","15.1","2","2","2","1","2","2","1",NA,"1","2","2","2","2","287.846862","0.535726912"
"1137","9: van","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1","288.3825889","0.152296923"
"1138","10: de","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1","288.5348858","0.05298398"
"1139","11: koptelefoon.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","2","1","288.6384989","0.748840256"
"1140","12: Het","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1","290.2830156","0.135403505"
"1141","13: effect","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1","290.4184191","0.416807312"
"1142","14: scheen","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1","290.8352265","0.281403807"
"1143","15: hem","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1","291.1166303","0.071822729"
"1144","16: niet","15.1","1","1","1","1","1","2","1",NA,"1","2","1","2","1","291.188453","0.170726159"
"1148","20: Versuft","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","292.5640738","0.469791292"
"1149","21: bleef","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","293.0950911","0.221355296"
"1151","23: zitten.","15.1","1","1","2","1","1","1","1",NA,"1","1","1","2","1","293.4471402","0.425049265"
"1152","24: 'Ga","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","294.6520349","0.153064832"
"1153","25: d'r","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","294.8050997","0.113032491"
"1154","26: es","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","294.9181322","0.149532567"
"1155","27: af.'","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","295.0676648","0.361468488"
"1156","28: Tonia","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","296.0672959","0.388514809"
"1157","29: trok","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","296.5193915","0.237839201"
"1159","31: aan","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","296.8832148","0.133048662"
"1161","33: arm.","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","297.1234088","0.310839351"
"1162","34: 'Nou","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","297.8370459","0.142468036"
"1163","35: mag","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","297.9795139","0.221355296"
"1164","36: ik.'","15.1","1","1","1","1","1","1","1",NA,"1","1","1","1","1","298.2008692","0.287290916"
"1165","37: Met","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","1","299.3485139","0.138935771"
"1166","38: suizende","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2","299.4874497","0.592243158"
"1167","39: oren","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2","300.0796928","0.36264591"
"1168","40: en","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","1","300.4423387","0.150709989"
"1169","41: bonzende","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2","300.5930487","0.474193591"
"1170","42: slapen","15.1","2","1","2","1","1","1","2",NA,"2","2","2","2","2","301.0672423","0.50746879"
"1171","43: stond","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","301.5747111","0.314200733"
"1173","45: op","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.0231379","0.256677949"
"1174","46: en","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.2798159","0.125984131"
"1175","47: liep","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.4058","0.231952092"
"1176","48: naar","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.6377521","0.111846456"
"1177","49: de","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.7495985","0.101846984"
"1178","50: deur.","15.1","1","1","1","1","1","1","2",NA,"2","1","2","2","1","302.8514455","0.314951639"
"1179","51: De","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","303.868533","0.051806559"
"1180","52: haak","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","303.9203395","0.407387938"
"1181","53: kreeg","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","304.3277275","0.237839201"
"1183","55: met","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","304.666825","0.138935771"
"1184","56: moeite","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","304.8057607","0.319081304"
"1185","57: los.","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","305.124842","0.380307237"
"1187","59: schoof","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","306.5051726","0.320258726"
"1188","60: de","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","306.8254313","0.08595179"
"1189","61: deur","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","306.9113831","0.271984432"
"1190","62: over","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","307.1833675","0.248435997"
"1191","63: de","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","307.4318035","0.101394778"
"1192","64: rail","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","307.5331983","0.25079084"
"1193","65: terug.","15.1","2","1","1","1","1","1","2",NA,"2","2","1","2","1","307.853457","0.432693742"
"1194","66: In","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","309.2365688","0.133048662"
"1195","67: de","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","309.3696174","0.07888726"
"1196","68: winkel","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","309.4485047","0.304952242"
"1197","69: was","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","309.7534569","0.15188741"
"1198","70: de","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","309.9053443","0.114209913"
"1199","71: vislucht","15.1","1","1","1","1","1","1","2",NA,"2","1","1","2","1","310.0195543","0.518065586"
"1200","72: sterker","15.1","2","1","1","1","1","1","2",NA,"2","1","1","2","1","310.5376198","0.536443364"
"1201","73: dan","15.1","2","1","1","1","1","1","2",NA,"2","1","1","2","1","311.0740632","0.146000301"
"1202","74: ooit.","15.1","2","1","1","1","1","1","2",NA,"2","1","1","2","1","311.2200635","0.397968564"
"1203","75: Buiten","15.1","1","1","1","1","1","1","1",NA,"2","1","1","2","1","312.1746113","0.306129664"
